Actual Y,Predicted Y
0.173,0.1780330019110023
0.176,0.17512666331308285
0.179,0.17857345035973066
0.282,0.26304456607409726
0.133,0.18632852107205877
0.173,0.18267988620981035
0.159,0.16828900937206845
0.229,0.18885019817849497
0.176,0.1629869770814045
0.156,0.17290967780263158
0.166,0.1789560912753872
0.196,0.2082762223276458
0.209,0.19200210470579296
0.176,0.17560789361874335
0.54,0.5279647462484648
0.27,0.2721325951246755
0.25,0.26115933342529524
0.08,0.09397396705830284
0.39,0.36797422382110984
0.33,0.2856610322296753
0.4,0.3639522252673091
0.266,0.26757425353069014
0.345,0.33274380582676577
0.153,0.17685638124556818
0.226,0.25131677531789903
0.276,0.249861395659523
0.309,0.2747958089670795
0.2,0.2041861394433021
0.26,0.26144315092983067
0.116,0.1512253067353417
0.173,0.17011055211322995
0.16,0.17093310958943034
0.13,0.15163352230247495
0.17,0.18571616424905385
0.076,0.09509510418834467
0.22,0.24260796785254043
0.15,0.13983920177994147
0.166,0.16466695415284147
0.302,0.3175989352550742
0.11,0.1224755794894068
0.206,0.20204322306988187
0.176,0.1470857400655254
0.405,0.45414386237834026
0.153,0.15070046416111826
0.206,0.20287606445308898
0.229,0.222489461644018
0.216,0.210811291822607
0.252,0.2511409891239326
0.219,0.3153137155309785
0.266,0.25476800442603265
0.209,0.1912639686615375
0.259,0.22086997830526792
0.143,0.1608728712711851
0.136,0.1376145093115948
0.173,0.18201219322144216
0.123,0.12388521012649732
0.149,0.1615457990190448
0.196,0.18448788745886174
0.236,0.21087301000687378
0.219,0.22905269530125855
0.12,0.1399058342178254
0.13,0.16090622963975548
0.159,0.18547869044036006
0.259,0.26820101374176086
0.299,0.29943954975200493
0.269,0.291934938587055
0.213,0.24107085297592806
0.266,0.2668502907637463
0.296,0.259838264237111
0.05,0.07571563301756272
0.166,0.1977085287892057
0.166,0.14870263165069736
0.173,0.18666887688427616
0.199,0.20943039987072276
0.12,0.20415975725442198
0.259,0.27759531210462624
0.176,0.18117410907344192
0.163,0.1703875286263597
0.322,0.31054405772213384
0.209,0.19620739555853678
0.209,0.25740987514874225
0.266,0.2528276248957327
0.176,0.2588047482643176
0.306,0.35065823225346243
0.402,0.411976660167966
0.113,0.16400676431111058
0.123,0.14946061721024986
0.103,0.15388161868038727
0.319,0.28801627740430286
0.163,0.17920991420324342
0.183,0.17581428782992561
0.189,0.17862442532384032
0.209,0.18414996193016755
0.156,0.16161385783311635
0.239,0.24001599255741451
0.11,0.1224755794894068
0.206,0.18585660381316765
0.126,0.15055710598452476
0.379,0.37542040053213965
0.355,0.35330402327413263
0.302,0.3148333384585992
0.233,0.23409890468135092
0.226,0.1835822723995982
0.53,0.5322890725282495
0.193,0.210811291822607
0.146,0.14671262226522272
0.126,0.12908182297086407
0.173,0.1502195340994942
0.183,0.1763206017998234
0.106,0.11311482322747955
0.106,0.10847440299820149
0.153,0.15926477730725633
0.465,0.4458216211000991
